student_id,school,year_enrollment,project
1203814,Medicine,20,Undergraduate
1203815,Medicine,20,Undergraduate
1203816,Medicine,20,Undergraduate
1203817,"Literature, Science, and the Arts",20,Undergraduate
1203818,"Literature, Science, and the Arts",20,Undergraduate
1203819,"Literature, Science, and the Arts",20,Undergraduate
1203820,"Literature, Science, and the Arts",20,Undergraduate
1203821,Education,20,Undergraduate
1203822,Education,20,Undergraduate
1203823,Engineering,20,Undergraduate
1203824,"Literature, Science, and the Arts",20,Undergraduate
1203825,"Literature, Science, and the Arts",20,Undergraduate
1203826,"Literature, Science, and the Arts",20,Undergraduate
1203827,Engineering,20,Undergraduate
1203828,Engineering,20,Undergraduate
1203829,"Literature, Science, and the Arts",20,Undergraduate
1203830,Medicine,20,Undergraduate
1203831,"Literature, Science, and the Arts",20,Undergraduate
1203832,"Literature, Science, and the Arts",20,Undergraduate
1203833,"Literature, Science, and the Arts",20,Undergraduate
1203834,Medicine,20,Undergraduate
1203835,"Literature, Science, and the Arts",20,Undergraduate
1203836,"Literature, Science, and the Arts",20,Undergraduate
1203837,"Literature, Science, and the Arts",20,Undergraduate
1203838,"Literature, Science, and the Arts",20,Undergraduate
1203839,Education,20,Undergraduate
1203840,Engineering,20,Undergraduate
1203841,"Literature, Science, and the Arts",20,Undergraduate
1203842,Engineering,20,Undergraduate
1203843,"Literature, Science, and the Arts",20,Undergraduate
1203844,"Literature, Science, and the Arts",20,Undergraduate
1203845,"Literature, Science, and the Arts",20,Undergraduate
1203846,"Literature, Science, and the Arts",20,Undergraduate
1203847,"Literature, Science, and the Arts",20,Undergraduate
1203848,Education,20,Undergraduate
1203849,Education,20,Undergraduate
1203850,Education,20,Undergraduate
1203851,"Literature, Science, and the Arts",20,Undergraduate
1203852,"Literature, Science, and the Arts",20,Undergraduate
1203853,"Literature, Science, and the Arts",20,Undergraduate
1203854,"Literature, Science, and the Arts",20,Undergraduate
1203855,"Literature, Science, and the Arts",20,Undergraduate
1203856,Medicine,20,Undergraduate
1203857,"Literature, Science, and the Arts",20,Undergraduate
1203858,Engineering,20,Undergraduate
1203859,"Literature, Science, and the Arts",20,Undergraduate
1203860,Medicine,20,Undergraduate
1203861,Education,20,Undergraduate
1203862,"Literature, Science, and the Arts",20,Undergraduate
1203863,"Literature, Science, and the Arts",20,Undergraduate
1203864,"Literature, Science, and the Arts",20,Undergraduate
1203865,Education,20,Undergraduate
1203866,Education,20,Undergraduate
1203867,"Literature, Science, and the Arts",20,Undergraduate
1203868,Medicine,20,Undergraduate
1203869,Engineering,20,Undergraduate
1203870,Education,20,Undergraduate
1203871,Engineering,20,Undergraduate
1203872,"Literature, Science, and the Arts",20,Undergraduate
1203873,Engineering,20,Undergraduate
1203874,Engineering,20,Undergraduate
1203875,Medicine,20,Undergraduate
1203876,"Literature, Science, and the Arts",20,Undergraduate
1203877,"Literature, Science, and the Arts",20,Undergraduate
1203878,Medicine,20,Undergraduate
1203879,"Literature, Science, and the Arts",20,Undergraduate
1203880,Education,20,Undergraduate
1203881,Engineering,20,Undergraduate
1203882,"Literature, Science, and the Arts",20,Undergraduate
1203883,"Literature, Science, and the Arts",20,Undergraduate
1203884,Medicine,20,Undergraduate
1203885,"Literature, Science, and the Arts",20,Undergraduate
1203886,"Literature, Science, and the Arts",20,Undergraduate
1203887,"Literature, Science, and the Arts",20,Undergraduate
1203888,"Literature, Science, and the Arts",20,Undergraduate
1203889,Education,20,Undergraduate
1203890,"Literature, Science, and the Arts",20,Undergraduate
1203891,"Literature, Science, and the Arts",20,Undergraduate
1203892,Engineering,20,Undergraduate
1203893,"Literature, Science, and the Arts",20,Undergraduate
1203894,Engineering,20,Undergraduate
1203895,"Literature, Science, and the Arts",20,Undergraduate
1203896,"Literature, Science, and the Arts",20,Undergraduate
1203897,"Literature, Science, and the Arts",20,Undergraduate
1203898,Engineering,20,Undergraduate
1203899,"Literature, Science, and the Arts",20,Undergraduate
1203900,Engineering,20,Undergraduate
1203901,"Literature, Science, and the Arts",20,Undergraduate
1203902,"Literature, Science, and the Arts",20,Undergraduate
1203903,"Literature, Science, and the Arts",20,Undergraduate
1203904,"Literature, Science, and the Arts",20,Undergraduate
1203905,Medicine,20,Undergraduate
1203906,"Literature, Science, and the Arts",20,Undergraduate
1203907,Medicine,20,Undergraduate
1203908,Engineering,20,Undergraduate
1203909,Engineering,20,Undergraduate
1203910,Education,20,Undergraduate
1203911,Engineering,20,Undergraduate
1203912,Education,20,Undergraduate
1203913,Engineering,20,Undergraduate
1203914,"Literature, Science, and the Arts",20,Undergraduate
1203915,"Literature, Science, and the Arts",20,Undergraduate
1203916,"Literature, Science, and the Arts",20,Undergraduate
1203917,Education,20,Undergraduate
1203918,"Literature, Science, and the Arts",20,Undergraduate
1203919,"Literature, Science, and the Arts",20,Undergraduate
1203920,Engineering,20,Undergraduate
1203921,Engineering,20,Undergraduate
1203922,"Literature, Science, and the Arts",20,Undergraduate
1203923,Education,20,Undergraduate
1203924,"Literature, Science, and the Arts",20,Undergraduate
1203925,Medicine,20,Undergraduate
1203926,"Literature, Science, and the Arts",20,Undergraduate
1203927,"Literature, Science, and the Arts",20,Undergraduate
1203928,"Literature, Science, and the Arts",20,Undergraduate
1203929,"Literature, Science, and the Arts",20,Undergraduate
1203930,Engineering,20,Undergraduate
1203931,"Literature, Science, and the Arts",20,Undergraduate
1203932,"Literature, Science, and the Arts",20,Undergraduate
1203933,Engineering,20,Undergraduate
1203934,"Literature, Science, and the Arts",20,Undergraduate
1203935,Engineering,20,Undergraduate
1203936,"Literature, Science, and the Arts",20,Undergraduate
1203937,"Literature, Science, and the Arts",20,Undergraduate
1203938,"Literature, Science, and the Arts",20,Undergraduate
1203939,"Literature, Science, and the Arts",20,Undergraduate
1203940,"Literature, Science, and the Arts",20,Undergraduate
1203941,Medicine,20,Undergraduate
1203942,"Literature, Science, and the Arts",20,Undergraduate
1203943,"Literature, Science, and the Arts",20,Undergraduate
1203944,Medicine,20,Undergraduate
1203945,"Literature, Science, and the Arts",20,Undergraduate
1203946,"Literature, Science, and the Arts",20,Undergraduate
1203947,Education,20,Undergraduate
1203948,Medicine,20,Undergraduate
1203949,"Literature, Science, and the Arts",20,Undergraduate
1203950,Education,20,Undergraduate
1203951,Medicine,20,Undergraduate
1203952,"Literature, Science, and the Arts",20,Undergraduate
1203953,Engineering,20,Undergraduate
1203954,Engineering,20,Undergraduate
1203955,Education,20,Undergraduate
1203956,"Literature, Science, and the Arts",20,Undergraduate
1203957,"Literature, Science, and the Arts",20,Undergraduate
1203958,Engineering,20,Undergraduate
1203959,"Literature, Science, and the Arts",20,Undergraduate
1203960,Engineering,20,Undergraduate
1203961,Education,20,Undergraduate
1203962,Medicine,20,Undergraduate
1203963,"Literature, Science, and the Arts",20,Undergraduate
1203964,"Literature, Science, and the Arts",20,Undergraduate
1203965,"Literature, Science, and the Arts",20,Undergraduate
1203966,Education,20,Undergraduate
1203967,Education,20,Undergraduate
1203968,"Literature, Science, and the Arts",20,Undergraduate
1203969,"Literature, Science, and the Arts",20,Undergraduate
1203970,"Literature, Science, and the Arts",20,Undergraduate
1203971,Education,20,Undergraduate
1203972,"Literature, Science, and the Arts",20,Undergraduate
1203973,"Literature, Science, and the Arts",20,Undergraduate
1203974,"Literature, Science, and the Arts",20,Undergraduate
1203975,"Literature, Science, and the Arts",20,Undergraduate
1203976,Engineering,20,Undergraduate
1203977,"Literature, Science, and the Arts",20,Undergraduate
1203978,"Literature, Science, and the Arts",20,Undergraduate
1203979,"Literature, Science, and the Arts",20,Undergraduate
1203980,"Literature, Science, and the Arts",20,Undergraduate
1203981,"Literature, Science, and the Arts",20,Undergraduate
1203982,"Literature, Science, and the Arts",20,Undergraduate
1203983,"Literature, Science, and the Arts",20,Undergraduate
1203984,"Literature, Science, and the Arts",20,Undergraduate
1203985,"Literature, Science, and the Arts",20,Undergraduate
1203986,"Literature, Science, and the Arts",20,Undergraduate
1203987,"Literature, Science, and the Arts",20,Undergraduate
1203988,"Literature, Science, and the Arts",20,Undergraduate
1203989,"Literature, Science, and the Arts",20,Undergraduate
1203990,Engineering,20,Undergraduate
1203991,"Literature, Science, and the Arts",20,Undergraduate
1203992,"Literature, Science, and the Arts",20,Undergraduate
1203993,"Literature, Science, and the Arts",20,Undergraduate
1203994,Engineering,20,Undergraduate
1203995,Medicine,20,Undergraduate
1203996,"Literature, Science, and the Arts",20,Undergraduate
1203997,Education,20,Undergraduate
1203998,Medicine,20,Undergraduate
1203999,"Literature, Science, and the Arts",20,Undergraduate
1204000,Education,20,Undergraduate
1204001,"Literature, Science, and the Arts",20,Undergraduate
1204002,Engineering,20,Undergraduate
1204003,"Literature, Science, and the Arts",20,Undergraduate
1204004,"Literature, Science, and the Arts",20,Undergraduate
1204005,Engineering,20,Undergraduate
1204006,Medicine,20,Undergraduate
1204007,Education,20,Undergraduate
1204008,"Literature, Science, and the Arts",20,Undergraduate
1204009,"Literature, Science, and the Arts",20,Undergraduate
1204010,"Literature, Science, and the Arts",20,Undergraduate
1204011,"Literature, Science, and the Arts",20,Undergraduate
1204012,Education,20,Undergraduate
1204013,"Literature, Science, and the Arts",20,Undergraduate
1204014,"Literature, Science, and the Arts",20,Undergraduate
1204015,Engineering,20,Undergraduate
1204016,"Literature, Science, and the Arts",20,Undergraduate
1204017,"Literature, Science, and the Arts",20,Undergraduate
1204018,Engineering,20,Undergraduate
1204019,"Literature, Science, and the Arts",20,Undergraduate
1204020,Medicine,20,Undergraduate
1204021,"Literature, Science, and the Arts",20,Undergraduate
1204022,Medicine,20,Undergraduate
1204023,Medicine,20,Undergraduate
1204024,Engineering,20,Undergraduate
1204025,Engineering,20,Undergraduate
1204026,"Literature, Science, and the Arts",20,Undergraduate
1204027,"Literature, Science, and the Arts",20,Undergraduate
1204028,Engineering,20,Undergraduate
1204029,"Literature, Science, and the Arts",20,Undergraduate
1204030,Engineering,20,Undergraduate
1204031,Engineering,20,Undergraduate
1204032,"Literature, Science, and the Arts",20,Undergraduate
1204033,Engineering,20,Undergraduate
1204034,Engineering,20,Undergraduate
1204035,"Literature, Science, and the Arts",20,Undergraduate
1204036,"Literature, Science, and the Arts",20,Undergraduate
1204037,Engineering,20,Undergraduate
1204038,Education,20,Undergraduate
1204039,"Literature, Science, and the Arts",20,Undergraduate
1204040,Education,20,Undergraduate
1204041,"Literature, Science, and the Arts",20,Undergraduate
1204042,Engineering,20,Undergraduate
1204043,"Literature, Science, and the Arts",20,Undergraduate
1204044,"Literature, Science, and the Arts",20,Undergraduate
1204045,"Literature, Science, and the Arts",20,Undergraduate
1204046,"Literature, Science, and the Arts",20,Undergraduate
1204047,"Literature, Science, and the Arts",20,Undergraduate
1204048,"Literature, Science, and the Arts",20,Undergraduate
1204049,"Literature, Science, and the Arts",20,Undergraduate
1204050,"Literature, Science, and the Arts",20,Undergraduate
1204051,"Literature, Science, and the Arts",20,Undergraduate
1204052,"Literature, Science, and the Arts",20,Undergraduate
1204053,Education,20,Undergraduate
1204054,"Literature, Science, and the Arts",20,Undergraduate
1204055,"Literature, Science, and the Arts",20,Undergraduate
1204056,"Literature, Science, and the Arts",20,Undergraduate
1204057,Engineering,20,Undergraduate
1204058,"Literature, Science, and the Arts",20,Undergraduate
1204059,"Literature, Science, and the Arts",20,Undergraduate
1204060,"Literature, Science, and the Arts",20,Undergraduate
1204061,Medicine,20,Undergraduate
1204062,"Literature, Science, and the Arts",20,Undergraduate
1204063,"Literature, Science, and the Arts",20,Undergraduate
1204064,"Literature, Science, and the Arts",20,Undergraduate
1204065,"Literature, Science, and the Arts",20,Undergraduate
1204066,"Literature, Science, and the Arts",20,Undergraduate
1204067,"Literature, Science, and the Arts",20,Undergraduate
1204068,"Literature, Science, and the Arts",20,Undergraduate
1204069,"Literature, Science, and the Arts",20,Undergraduate
1204070,"Literature, Science, and the Arts",20,Undergraduate
1204071,"Literature, Science, and the Arts",20,Undergraduate
1204072,"Literature, Science, and the Arts",20,Undergraduate
1204073,"Literature, Science, and the Arts",20,Undergraduate
1204074,"Literature, Science, and the Arts",20,Undergraduate
1204075,Education,20,Undergraduate
1204076,Education,20,Undergraduate
1204077,Medicine,20,Undergraduate
1204078,Education,20,Undergraduate
1204079,"Literature, Science, and the Arts",20,Undergraduate
1204080,Engineering,20,Undergraduate
1204081,Medicine,20,Undergraduate
1204082,Medicine,20,Undergraduate
1204083,Medicine,20,Undergraduate
1204084,"Literature, Science, and the Arts",20,Undergraduate
1204085,"Literature, Science, and the Arts",20,Undergraduate
1204086,"Literature, Science, and the Arts",20,Undergraduate
1204087,Education,20,Undergraduate
1204088,"Literature, Science, and the Arts",20,Undergraduate
1204089,Medicine,20,Undergraduate
1204090,"Literature, Science, and the Arts",20,Undergraduate
1204091,"Literature, Science, and the Arts",20,Undergraduate
1204092,"Literature, Science, and the Arts",20,Undergraduate
